Timestamp,NodeId,Latitude,Longitude,Tech,ARFCN,Code,PLMNId,LAC,CellId,Sig Tech,Sig Pow,Sig Qual,Color Value,Color Name
2022-05-27 19:09:08,2386,35.23679,51.13887,4G,1423,249,43211,42221,23388165,4G,-74.7,-6,1423,1423
2022-05-27 19:09:11,2386,35.23748,51.13948,4G,1423,249,43211,42221,23388165,4G,-80.5,-6.5,1423,1423
2022-05-27 19:09:14,2386,35.23812,51.14002,4G,1423,251,43211,42221,23388164,4G,-77,-9.5,1423,1423
2022-05-27 19:09:17,2386,35.23876,51.14051,4G,1423,251,43211,42221,23388164,4G,-65.4,-8.6,1423,1423
2022-05-27 19:09:20,2386,35.23944,51.14103,4G,1423,251,43211,42221,23388164,4G,-68.8,-7.8,1423,1423
2022-05-27 19:09:23,2386,35.24016,51.14157,4G,1423,251,43211,42221,23388164,4G,-69.8,-7.8,1423,1423
2022-05-27 19:09:26,2386,35.24089,51.14211,4G,1423,251,43211,42221,23388164,4G,-74.3,-8.5,1423,1423
2022-05-27 19:09:29,2386,35.24162,51.14263,4G,1423,251,43211,42221,23388164,4G,-78,-8.7,1423,1423
2022-05-27 19:09:32,2386,35.24238,51.14313,4G,1423,251,43211,42221,23388164,4G,-80.3,-8,1423,1423
2022-05-27 19:09:35,2386,35.24315,51.14361,4G,1423,251,43211,42221,23388164,4G,-80.3,-7.7,1423,1423
2022-05-27 19:09:38,2386,35.24392,51.14408,4G,1423,251,43211,42221,23388164,4G,-83,-9.3,1423,1423
2022-05-27 19:09:41,2386,35.2447,51.14454,4G,1423,251,43211,42221,23388164,4G,-83.3,-7,1423,1423
2022-05-27 19:09:44,2386,35.24548,51.14498,4G,1423,251,43211,42221,23388164,4G,-83.8,-8.4,1423,1423
2022-05-27 19:09:47,2386,35.24629,51.1454,4G,1423,251,43211,42221,23388164,4G,-87.3,-7.8,1423,1423
2022-05-27 19:09:50,2386,35.2471,51.1458,4G,1423,251,43211,42221,23388164,4G,-88,-8,1423,1423
2022-05-27 19:09:53,2386,35.2479,51.14616,4G,1423,251,43211,42221,23388164,4G,-89.3,-7.7,1423,1423
2022-05-27 19:09:56,2386,35.24872,51.14649,4G,1423,251,43211,42221,23388164,4G,-89.6,-9,1423,1423
2022-05-27 19:09:59,2386,35.24955,51.14681,4G,1423,251,43211,42221,23388164,4G,-88.8,-7,1423,1423
2022-05-27 19:10:02,2386,35.25036,51.14711,4G,1423,251,43211,42221,23388164,4G,-95,-8.3,1423,1423
2022-05-27 19:10:05,2386,35.25115,51.14737,4G,1423,251,43211,42221,23388164,4G,-95,-9,1423,1423
2022-05-27 19:10:08,2386,35.25195,51.14763,4G,1423,251,43211,42221,23388164,4G,-94.7,-8.3,1423,1423
2022-05-27 19:10:11,2386,35.25276,51.14788,4G,1423,251,43211,42221,23388164,4G,-97,-9,1423,1423
2022-05-27 19:10:14,2386,35.25358,51.14813,4G,1423,251,43211,42221,23388164,4G,-100,-10.8,1423,1423
2022-05-27 19:10:17,2386,35.25442,51.1484,4G,1423,251,43211,42221,23388164,4G,-104,-13,1423,1423
2022-05-27 19:10:20,2386,35.25527,51.14867,4G,1423,251,43211,42221,23388164,4G,-96.8,-10,1423,1423
2022-05-27 19:10:23,2386,35.25612,51.14895,4G,1423,251,43211,42221,23388164,4G,-93.3,-9.3,1423,1423
2022-05-27 19:10:26,2386,35.25695,51.14925,4G,1423,251,43211,42221,23388164,4G,-93,-8.7,1423,1423
2022-05-27 19:10:29,2386,35.25778,51.14957,4G,1423,251,43211,42221,23388164,4G,-89.2,-8.3,1423,1423
2022-05-27 19:10:32,2386,35.2586,51.14989,4G,1423,251,43211,42221,23388164,4G,-90.7,-9,1423,1423
2022-05-27 19:10:35,2386,35.25942,51.15023,4G,1423,251,43211,42221,23388164,4G,-91.7,-8.7,1423,1423
2022-05-27 19:10:38,2386,35.26022,51.15057,4G,1423,251,43211,42221,23388164,4G,-95,-11,1423,1423
2022-05-27 19:10:41,2386,35.26102,51.15092,4G,1423,251,43211,42221,23388164,4G,-98.2,-10.8,1423,1423
2022-05-27 19:10:44,2386,35.26178,51.15127,4G,1423,251,43211,42221,23388164,4G,-100.8,-12.5,1423,1423
2022-05-27 19:10:47,2386,35.26252,51.15163,4G,1423,251,43211,42221,23388164,4G,-105.3,-19.2,1423,1423
2022-05-27 19:10:50,2386,35.2633,51.15201,4G,1423,265,43211,42221,23387653,4G,-101.7,-18.7,1423,1423
